CODIGO MUESTRA;Código SNGM;Código Visita Terreno;Código Mapa;Nombre Punto de Agua;UTM E (WGS 84 18S);UTM N (WGS 84 18S);Altura GPS nav;Tipo;Categoría;Propietario o nombre de cuerpo de agua;FECHA;Hora;pH;Conductividad (uS/cm);Oxígeno disuelto (mg/l);Temperatura (°C);Temperatura (°K));ORP (mV);ORP (V);pe (25 °C);Eh SHE (mV);Eh SHE (V);pe SHE (25 °C);pe SHE (T°K);Observación;Informe Laboratorio;pH;Conductividad Laboratorio (uS/cm);Hidróxidos (mg/l);Carbonatos (mg/l);Bicarbonatos (mg/l);Ión Hidrógeno (mg/l);Fúor (mg/l);Calcio (mg/l);Magnesio (mg/l);Sodio (mg/l);Potasio (mg/l);Litio (mg/l);Sulfatos (mg/l);Cloruros (mg/l);Nitratos (mg/l);Alcalinidad Total (mg/l);Acidez (mg/l);Dureza Total (mg/l);Dureza carbonatosa (mg/l);Dureza no carbonatosa (mg/l);TSD (mg/l);TSD Evap, 103ºC (mg/l);Aluminio;Antimonio;Arsenico;Bario;Berilio;Boro;Cadmio;Cobalto;Cobre;Cromo;Estaño;Fosforo;Hierro;Manganeso;Molibdeno;Plata;Plomo;Selenio;Vanadio;Zinc;Mercurio (mg/l);COT (mg/l);Br (mg/l)   ;Rb (mg/l)   ;Sr (mg/l)   ;Y (mg/l)    ;Cs (mg/l)   ;Hf (mg/l)  ;Ta (mg/l)   ;Tl (mg/l)   ;Th (mg/l)   ;U (mg/l)    ;Ni (mg/l);SiO2 (mg/l);NH4 (mg/l);CO2 (mg/l);,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-044;SNGM-PUD-0009;FA-226;;ND-1004-2107;623112;5360825;17;Pozo;Pozo;IFOP, Centro Experimental Huelhue;09-05-2018;;6.91;5759;4.60;12.41;285.56;-35.3;-0.0353;-0.5966;169.7;0.1697;2.8679;2.9944;Se toma muestra desde estanque ubicado previo a filtros, No se realiza cloración de agua,;2018-078;6.88;5750;;0.0;119;;0.06;180;270;510;40;0.02;180;1886;<3,0;97;;1560;97;1462;3124;3299;0.023;<0,010;<0,005;0.22;<0,002;<0,060;<0,002;0.008;<0,010;<0,001;<0,003;<0,050;2.1;7.7;<0,005;<0,002;<0,002;<0,005;<0,003;0.016;<0,0003;;8.57;0.00;2.54;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<0,05;7.04;28.5;,,,,,,,,
PUD-FA-045;SNGM-PUD-0008;FA-227;;;624511;5361035;50;Pozo;Pozo;APR Punta Chilen;09-05-2018;;7.04;140;7.83;12.46;285.61;74.7;0.0747;1.2624;279.7;0.2797;4.7269;4.9346;Se realiza durante la construcción de caseta, Constructora LASSA, permite el ingreso, Se toma muestra desde llave ubicada al interior de caseta,;2018-078;7.15;143;;0.0;60;;0.09;9.5;5.3;7.4;2.2;<0,02;1.9;11;4.2;49;;46;46;<1,0;71;75;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.11;0.005;<0,005;<0,002;0.003;<0,005;0.015;0.74;<0,0003;;0.60;<0,001;0.06;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<0,05;7.92;34.0;,,,,
PUD-FA-046;SNGM-PUD-0149;FA-228;;ND-1004-1784;611906;5338436;96;Pozo;Pozo;APR Aguas Buenas / Ilustre Municipalidad de Ancud;10-05-2018;;7.30;109;8.81;11.36;284.51;-23.2;-0.0232;-0.3921;181.8;0.1818;3.0724;3.2198;Se toma muestra desde salida lateral de estanque verde, No se realiza cloración, Agua clara;2018-078;7.32;190;;0.0;118;;0.15;15;10;9.8;3.6;<0,02;<1,0;4.6;<3,0;96;;80;80;<1,0;101;107;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;1.7;0.13;<0,005;<0,002;0.002;<0,005;<0,003;0.12;<0,0003;;0.90;0.01;0.05;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<0,05;6.16;27.5;,,,,
PUD-FA-047;SNGM-PUD-0015;FA-229;;;612724;5358813;57;Pozo;Pozo;Escuela Rural El Quilar;10-05-2018;;7.38;200;6.62;11.31;284.46;-131.7;-0.1317;-2.2257;73.3;0.0733;1.2388;1.2984;Se inicia bombeo para muestreo (2 años sin uso), Se deja circular el agua durante 15 min,;2018-078;7.40;201;;0.0;119;;0.09;19;8.5;8.2;2.2;<0,02;<1,0;7.2;<3,0;98;;82;82;<1,0;104;110;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;4.0;0.11;<0,005;<0,002;<0,002;<0,005;<0,003;0.034;<0,0003;;0.89;0.00;0.07;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<0,05;7.04;23.5;,,,
PUD-FA-071;SNGM-PUD-0005;FA-276;;;622052;5368345;37;Pozo;Pozo;APR Chacao;21-02-2019;;7.20;109;5.69;12.18;285.33;317.9;0.3179;5.3725;522.9;0.5229;8.8370;9.2343;Se inicia bombeo para tomar la muestra;2019-018;6.70;119;;0.0;55;;0.10;9.0;4.0;10;2.1;<0,02;2.8;5.8;<3,0;45;;39;39;<1,0;63;66;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;0.2;0.0289;<0,003;<0,005;<0,002;0.0030;<0,005;0.0211;0.029;<0,0003;;0.073;<0.001;0.043;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;55;<0,05;27.3;,,,,,,,,,,,,,,,,
PUD-FA-072;SNGM-PUD-0003;FA-277;;;622243;5367844;17;Puntera;Puntera;APR Chacao;21-02-2019;;6.47;126;3.46;13.28;286.43;119.7;0.1197;2.0229;324.7;0.3247;5.4874;5.7121;La muestra se toma desde llave externa a caseta;2019-018;6.06;139;;0.0;63;;0.06;11;5.3;8.3;1.6;<0,02;6.5;7.0;<3,0;51;;50;50;<1,0;71;75;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;15;0.677;<0,005;<0,002;<0,002;<0,005;<0,003;0.042;<0,0003;;0.172;<0.001;0.060;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;45;<0,05;191.0;,,,,,,,,,,,,,,
PUD-FA-073;SNGM-PUD-0006;FA-278;;ND-1004-202;621717;5362976;8;Pozo;Pozo;Comité de Agua Predial Butamanga - Los Patos;21-02-2019;;7.17;115;5.87;11.81;284.96;295.9;0.2959;5.0007;500.9;0.5009;8.4652;8.8572;;2019-018;6.78;126;;0.0;55;;0.08;10;4.0;8.5;2.1;<0,02;3.9;6.6;3.2;45;;42;42;<1,0;66;69;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;0.18;0.0186;<0,003;<0,005;<0,002;<0,002;<0,005;0.0191;0.012;<0,0003;;0.087;<0.001;0.045;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;61;<0,05;42.2;,,,,,,,,,,,,,,,,
PUD-FA-074;SNGM-PUD-0042;FA-281;;ND-1004-2239;609161;5368153;25;Pozo;Pozo;APR Pugeñun;22-02-2019;;6.89;222;3.06;12.90;286.05;14.0;0.0140;0.2366;219.0;0.2190;3.7011;3.8577;Se toma muestra desde llave interna de caseta, previa al punto de inyección de hipoclorito y permangantato de potasio,;2019-018;6.50;220;;0.0;113.5;;0.1;15.3;10.2;14.3;2.6;<0,02;1.736;11.919;<3,0;93;;80;80;<1,0;112;118;<0,020;<0,010;<0,005;0.0077;<0,002;<0,060;<0,002;<0,002;0.0326;<0,001;<0,003;0.2217;45;0.4155;<0,005;<0,002;<0,002;<0,005;<0,003;0.0192;<0,0003;;0.210;0.005;0.101;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;65;0.53;116;,,,,,,,,,,,,,,,,
PUD-FA-075;SNGM-PUD-0067;FA-250;;;603867;5364417;79;Pozo;Pozo;Juan Oyarzo Muñoz;26-08-2018;12:12:26;6.80;117;8.28;13.55;286.70;291.1;0.2911;4.9196;496.1;0.4961;8.3841;8.7191;;2019-018;6.50;126;;0.0;46.1;;0.05;7.5;3.7;14;1.2;<0,02;4.378;11.533;3;38;;34;34;<1,0;68;72;0.0242;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;0.0019;<0,003;0.0909;0.0358;0.0145;<0,005;<0,002;<0,002;0.0054;0.0094;0.1772;<0,0003;;0.119;0.002;0.055;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;55;<0,05;90.6;,,,,,,,,,,,,,,,,,,,,
PUD-FA-076;SNGM-PUD-0121;FA-283;;;592696;5346340;44;Pozo;Pozo;APR Coipomó;22-02-2019;;6.61;141;5.34;12.96;286.11;177.3;0.1773;2.9964;382.3;0.3823;6.4609;6.7329;;2019-018;6.42;169;;0.0;89.22;;0.06;15;5.8;11.5;2.2;<0,02;2.246;7.69;<3,0;73;;61;61;<1,0;89;94;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;0.1774;0.0173;<0,003;<0,005;<0,002;<0,002;<0,005;0.0184;0.0119;<0,0003;;0.062;<0.001;0.107;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;71;<0,05;122;,,,,,,,,,,,,,,,
PUD-FA-077;SNGM-PUD-0044;FA-284;;ND-1004-2062;608405;5332736;131;Pozo;Pozo;APR Degan;22-02-2019;;6.26;76;6.98;12.40;285.55;286.8;0.2868;4.8469;491.8;0.4918;8.3114;8.6784;;2019-018;5.97;74;;0.0;34.2;;0.03;6;2;5.7;0.4;<0,02;1.196;4.44;<3,0;28;;23;23;<1,0;38;40;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.024;<0,003;<0,005;<0,002;<0,002;<0,005;<0,003;0.0113;<0,0003;;0.094;<0.001;0.041;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;35;<0,05;183;,,,,,,,,,,,,,
PUD-FA-078;SNGM-PUD-0198;FA-285;;;602900;5338416;71;Pozo;Pozo;APR Tantauco;23-02-2019;;6.30;64;2.86;12.39;285.54;88.0;0.0880;1.4872;293.0;0.2930;4.9517;5.1705;Pozo habilitado sin bomba;2019-018;6.18;76;;0.0;37.42;;0.05;9.2;1.7;6.6;0.5;<0,02;1.517;4.44;<3,0;37;;30;30;<1,0;43;45;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.1341;0.06;<0,005;<0,002;<0,002;<0,005;<0,003;0.0123;<0,0003;;0.049;<0.001;0.038;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;31;<0,05;127;,,,,,,,,,,,,,,
PUD-FA-079;SNGM-PUD-0199;FA-288;199;;620762;5357655;4;Cuerpo de agua superficial;Río;Río en Sector Helden;24-02-2019;;7.46;3400;8.87;10.77;283.92;23.9;0.0239;0.4039;228.9;0.2289;3.8684;4.0624;Se observan restoa de alga en el estcor de muestreo (interacción con el mar?), pero el río tiene flujo considerable hacia el mar (Qest: 128 l/s);2019-018;7.08;2920;;0.0;71.87;;0.11;28.5;59.3;508.5;20;<0,02;117.829;842.278;<3,0;59;;315;59;256;1612;1702;0.0456;<0,010;<0,005;<0,005;<0,002;0.1861;<0,002;<0,002;<0,010;0.0021;<0,003;13;0.2666;0.0359;<0,005;<0,002;<0,002;0.0061;0.0093;0.0117;<0,0003;;5.628;0.006;0.416;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;42;<0,05;56.3;,,,,,,,,,,,,,,,,,,,,
PUD-FA-080;SNGM-PUD-0200;FA-289;;ND-1004-1179;623154;5357979;43;Noria;Noria;María Elvira Cumincheo;24-02-2019;;6.53;95;3.79;11.75;284.90;70.4;0.0704;1.1898;275.4;0.2754;4.6543;4.8708;Se toma muestra con bailer y se miden parámetros diréctamente;2019-018;6.34;110;;0.0;33.21;;0.04;8.7;3;7.8;1.2;<0,02;6.862;8.545;5.461;27;;34;27;7;58;61;0.0469;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;0.1507;0.1292;0.0274;<0,005;<0,002;<0,002;<0,005;0.003;0.0156;<0,0003;;0.269;0.001;0.053;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;31;<0,05;76.6;,,,,,,,,,,,,,,,,,,,
PUD-FA-081;SNGM-PUD-0202;FA-293;202;;621420;5360068;7;Cuerpo de agua superficial;Río;Afluente río Hueihue;24-02-2019;;7.82;397;11.43;11.62;284.77;127.4;0.1274;2.1531;332.4;0.3324;5.6176;5.8816;;2019-018;7.26;439;;0.0;73.6;;0.08;12;10.7;59.5;3.6;<0,02;13.731;94.301;<3,0;60;;74;60;13;230;243;0.0599;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;0.1708;0.1125;0.013;<0,005;<0,002;<0,002;<0,005;0.0069;<0,010;<0,0003;;0.451;0.001;0.077;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;43;<0,05;30.8;,,,,,,,,,,,,,,,,,
PUD-FA-082;SNGM-PUD-0203;FA-295;203;;621759;5362106;5;Cuerpo de agua superficial;Río;Río Manao;24-02-2019;;7.20;13270;10.25;18.60;291.75;120.4;0.1204;2.0348;325.4;0.3254;5.4993;5.6200;;2019-018;6.98;1435;;0.0;53.53;;0.08;16.5;27.9;229.5;10;<0,02;55.043;383.419;<3,0;44;;156;44;112;749;791;0.0374;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;0.1375;0.1782;0.0192;<0,005;<0,002;<0,002;<0,005;0.0036;<0,010;<0,0003;;1.577;0.003;0.172;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;30;<0,05;43.1;,,,,,,,,,,,,,,,,,
PUD-FA-083;SNGM-PUD-0058;FA-296;;;620992;5360299;19;Vertiente;Vertiente;María Raimilla Delgado (vertiente Aguas Claras);24-02-2019;;7.16;93;8.70;10.93;284.08;60.5;0.0605;1.0225;265.5;0.2655;4.4870;4.7093;La captación fue modificada, por la construcción del camino. Se accede por túnel construido específicamente para la captación. Se mueve un poco de grava para efectuar el muestreo.;2019-018;6.63;103;;0.0;43.12;;0.06;7;3.8;7.3;1.6;<0,02;2.505;6.117;3.2;35;;33;33;<1,0;53;56;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;0.1709;0.0125;<0,003;<0,005;<0,002;<0,002;<0,005;0.0085;0.0107;<0,0003;;0.160;<0.001;0.035;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;36;<0,05;62.5;,,,,,,,,,,,,,,,
PUD-FA-084;SNGM-PUD-0036;FA-297;;;605935;5366543;24;Pozo;Pozo;APR Huicha;25-02-2019;;6.18;161;2.25;11.42;284.57;37.2;0.0372;0.6287;242.2;0.2422;4.0932;4.2886;Se encuentra en proceso de instalación de sistema de producción, Bomba instalada, se inicia el bombeo para muestreo,;2019-018;6.12;171;;0.0;49.32;;0.05;10.3;4.2;16;1.8;<0,02;3.3321;25.397;<3,0;40;;43;40;2;85;90;<0,020;<0,010;<0,005;0.0052;<0,002;<0,060;<0,002;0.0037;<0,010;<0,001;<0,003;<0,050;0.4527;0.46;<0,005;<0,002;<0,002;<0,005;<0,003;0.3321;<0,0003;;0.222;0.003;0.097;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;52;<0,05;242;,,,,,,,,,,,,,,
PUD-FA-085;SNGM-PUD-0095;FA-298;95;;613808;5362022;33;Cuerpo de agua superficial;Río;Río Huicha en San Antonio;25-02-2019;;7.21;121;8.44;10.16;283.31;51.5;0.0515;0.8704;256.5;0.2565;4.3349;4.5620;Caudal de río: Aprox 180 l/s;2019-018;6.97;133;;0.0;74.35;;0.06;9.5;5.6;9.3;1.6;<0,02;<1,0;6.468;<3,0;61;;47;47;<1,0;70;74;0.0962;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;0.0776;0.2663;0.0084;<0,005;<0,002;<0,002;<0,005;0.01;<0,010;<0,0003;;0.126;<0.001;0.051;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;48;<0,05;54.6;,,,,,,,,,,,,,,,
PUD-FA-086;SNGM-PUD-0094;FA-299;94;;611760;5362675;21;Cuerpo de agua superficial;Río;Río Huicha en ruta 5;25-02-2019;;7.42;125;10.71;11.56;284.71;44.8;0.0448;0.7571;249.8;0.2498;4.2216;4.4210;Caudal de río: Aprox 500 l/s. Agua clara;2019-018;7.10;138;;0.0;77.57;;0.06;10.5;5.4;9.3;1.6;<0,02;1.378;6.7;<3,0;64;;49;49;<1,0;73;77;0.0763;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;0.0853;0.181;0.0448;<0,005;<0,002;<0,002;<0,005;0.01;0.0188;<0,0003;;0.086;<0.001;0.054;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;53;<0,05;45.8;,,,,,,,,,,,,,,,,,
PUD-RT-001;SNGM-PUD-0097;RT-075;;;593144;5373359;27;Noria;Noria;Guillermo Pickering;08-02-2018;;6.27;204;9.33;13.26;286.41;274.2;0.2742;4.6340;479.2;0.4792;8.0985;8.4306;Hay un canal que mantiene el nivel del agua a la cota del terreno,;2018-045;6.10;209;;0.0;36;;0.03;7.5;6.3;19;2.2;<0,02;6.2;36;9.8;29;;45;29;15;105;111;<0,020;<0,010;<0,005;0.005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.027;0.004;<0,005;<0,002;<0,002;<0,005;0.004;0.057;<0,0003;;0.221;<0,001;0.053;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;20;<0,05;13.2;,,,,,,,,
PUD-RT-002;SNGM-PUD-0098;RT-077;;;592021;5372925;3;Noria;Noria;Sin información;08-02-2018;;6.36;104;7.56;;273.15;184.2;0.1842;3.1130;389.2;0.3892;6.5775;7.1796;Muy sucia, Está al lado del mar,;2018-045;5.84;187;;0.0;12;;0.03;6.5;5.3;17;0.97;<0,02;25;33;<3,0;10;;38;10;29;94;99;0.025;<0,010;<0,005;0.015;<0,002;<0,060;<0,002;0.011;<0,010;<0,001;<0,003;<0,050;0.10;0.10;<0,005;<0,002;<0,002;<0,005;<0,003;0.053;<0,0003;;0.159;<0,001;0.049;0.003;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;4;<0,05;9.7;,,,,,,,,
PUD-RT-005;SNGM-PUD-0179;RT-080;179;;590214;5371008;9;Cuerpo de agua superficial;Estero;APR Guapilacuy;09-02-2018;;7.17;164;6.16;13.58;286.73;92.3;0.0923;1.5599;297.3;0.2973;5.0244;5.2246;Proyecto para 79 familias, La obra comenzó el 04/04/2017 y el 15/12/17 comenzó marcha blanca, Filtración y tratamiento con permanganato, Caudal 0,9 a 3 l/s,;2018-045;6.13;142;;0.0;26;;0.03;3.5;3.3;16;1.2;<0,02;4.8;26;<3,0;21;;22;21;1.0;68;71;0.065;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;1.7;0.18;<0,005;<0,002;<0,002;<0,005;<0,003;0.044;<0,0003;;0.269;0.002;0.027;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;20;<0,05;6.2;,,,
PUD-RT-006;SNGM-PUD-0150;RT-080;;;590709;5371595;51;Vertiente-Noria;Noria;Julio Cárcamo;09-02-2018;;6.36;187;5.11;;273.15;223.2;0.2232;3.7721;428.2;0.4282;7.2366;7.8991;Tiene tapa, No se seca nunca, Abastece 3 casas,;2018-045;5.88;176;;0.0;15;;<0,03;6.0;3.8;17;2.0;<0,02;3.7;35;9.8;12;;30;12;18;85;90;0.031;<0,010;<0,005;0.011;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.057;0.007;<0,005;<0,002;<0,002;<0,005;<0,003;0.044;<0,0003;;0.207;0.003;0.035;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;12.3;,,,,,,
PUD-RT-007;SNGM-PUD-0099;RT-082;;;589879;5372387;10;Noria;Noria;Domingo Soto;09-02-2018;;6.59;387;2.26;;273.15;186.7;0.1867;3.1552;391.7;0.3917;6.6197;7.2258;En arenas no consolidadas, Abastece 3 familias,;2018-045;6.07;371;;0.0;30;;<0,03;12;10;32;12;<0,02;31;70;14;25;;71;25;46;195;206;0.033;<0,010;<0,005;0.009;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.088;0.028;<0,005;<0,002;<0,002;<0,005;<0,003;0.058;<0,0003;;0.245;0.007;0.138;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;3;<0,05;11.4;,,,,,,,
PUD-RT-008;SNGM-PUD-0151;RT-083;;;591058;5369329;37;Vertiente-Noria;Noria;Rosa Barría Maldonado;09-02-2018;;6.62;141;5.93;;273.15;212.9;0.2129;3.5980;417.9;0.4179;7.0625;7.7091;Profundización de vertiente en pequeña quebrada con bosque nativo, Limolitas;2018-045;5.89;113;;0.0;7.5;;<0,03;2.5;2.4;12;1.3;<0,02;4.3;26;<3,0;6.0;;16;6.0;10;53;55;0.070;<0,010;<0,005;0.009;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.27;0.036;<0,005;<0,002;<0,002;<0,005;<0,003;0.043;<0,0003;;0.233;0.002;0.025;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;7.0;,,,,,,,
PUD-RT-009;SNGM-PUD-0101;RT-084;;;592578;5370128;35;Noria;Noria;José Domingo Ampuero;09-02-2018;;5.80;191;5.27;;273.15;275.0;0.2750;4.6475;480.0;0.4800;8.1120;8.8546;Norias en gravas, Descenso rápido en verano, Se usa para 3 casas,;2018-045;5.50;187;;0.0;6.5;;<0,03;6.0;4.1;17;2.7;<0,02;7.9;30;21;5.0;;32;5.0;26;92;97;0.023;<0,010;<0,005;0.017;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;<0,010;0.007;<0,005;<0,002;<0,002;<0,005;<0,003;0.049;<0,0003;;0.198;0.002;0.059;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;20.2;,,,,,
PUD-RT-010;SNGM-PUD-0102;RT-085;;;593740;5367007;45;vertiente-Noria;Noria;José Ampuero;09-02-2018;;6.25;124;2.49;;273.15;234.6;0.2346;3.9647;439.6;0.4396;7.4292;8.1094;Especie de pequeña represa en vertiente, Baja el nivel en abril pero no se seca, Bosque nativo, Abastece 4 casas,;2018-045;5.89;123;;0.0;24;;0.05;3.5;2.3;14;1.6;0.02;7.2;18;<3,0;20;;18;18;<1,0;58;62;0.027;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.011;<0,003;<0,005;<0,002;<0,002;<0,005;<0,003;0.041;<0,0003;;0.148;0.002;0.006;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;51;<0,05;14.1;,,,
PUD-RT-011;SNGM-PUD-0152;RT-086;;ND-1004-1155;590263;5367595;38;Vertiente-Noria;Noria;Santiago Biere;10-02-2018;;7.09;149;5.63;;273.15;230.6;0.2306;3.8971;435.6;0.4356;7.3616;8.0356;Excavada en limolitas fisibles, No se seca nunca, Abastece dos casas pero una cons uso esporádico, Quebrada con vegetación nativa,;2018-045;6.22;135;;0.0;39;;0.04;5.5;2.3;18;0.97;<0,02;9.8;18;<3,0;32;;23;23;<1,0;74;78;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;<0,010;0.008;<0,005;<0,002;<0,002;<0,005;<0,003;0.057;<0,0003;;0.147;0.001;0.025;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;4;<0,05;7.0;,
PUD-RT-012;SNGM-PUD-0153;RT-087;;;585261;5369501;26;Noria;Noria;María Aguila;10-02-2018;;6.24;118;4.05;;273.15;216.8;0.2168;3.6639;421.8;0.4218;7.1284;7.7810;Excavada en limolitas grises fisibles, fosilíferas (clamys?), Hecho con retroexcavadora por la Municipalidad de Ancud hace algunos meses, Hidróxido de hierro,;2018-045;5.84;90;;0.0;12;;<0,03;2.7;3.3;10;0.87;<0,02;5.3;20;<3,0;10;;20;10;11;51;53;0.041;<0,010;<0,005;0.006;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.074;0.070;<0,005;<0,002;<0,002;<0,005;<0,003;0.045;<0,0003;;0.139;0.001;0.019;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;15.0;,,,,
PUD-RT-013;SNGM-PUD-0173;RT-008, RT-088;173;;581863;5367631;16;Cuerpo de agua superficial;Río;APR Calle;10-02-2018;;7.28;121;6.69;;273.15;142.9;0.1429;2.4150;347.9;0.3479;5.8795;6.4178;Captación de agua potable desde estero en sector Calle, inaugurado en 2015, En el lugar hay afloramiento de esquistos grises con abundante cuarzo, meteorizados y fracturados,;2018-045;6.10;124;;0.0;16;;<0,03;2.8;2.9;13;0.89;<0,02;3.4;28;<3,0;13;;19;13;6.0;59;62;0.085;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.56;0.031;<0,005;<0,002;<0,002;<0,005;<0,003;0.044;<0,0003;;0.240;<0,001;0.024;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;7.9;,
PUD-RT-014;SNGM-PUD-0154;RT-089;;;579169;5370086;100;Vertiente-Noria;Noria;Marisol Pino;10-02-2018;;5.99;157;4.88;;273.15;135.2;0.1352;2.2849;340.2;0.3402;5.7494;6.2757;Noria, de un total de 2, realizada por la municipalidad mediante retroexcavadora en pequeña quebrada debido a que la anterior se secó, ;2018-045;5.59;159;;0.0;5.7;;<0,03;2.0;3.2;23;1.2;<0,02;5.2;41;<3,0;5.0;;18;5.0;13;78;82;0.036;<0,010;<0,005;0.008;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.054;0.012;<0,005;<0,002;<0,002;<0,005;<0,003;0.020;<0,0003;;0.258;0.001;0.025;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;17.6;,,,,,
