Nombre,CÓDIGO SNGM BBDD,Fecha,pH,SALINIDAD,Deuterio,O18,O2,Ca,Mg,Na,K,Li,CO3,HCO3,ION H+,SO4,Cl,NO3,F,Al,Sb,As,Ba,Be,B,Cd,Co,Cu,Cr,Sn,P,Fe,Mn,Hg,Mo,Ni,Ag,Pb,Se,V,Zn,Dureza T,Dureza Carb,Dureza No Carb,TDS 103,COTA,Este,Norte,Nombre largo,Conductividad eléctrica uS/cm,Tipo,Solidos Disueltos Totales TDS,Ferrico,Ferroso,T,ORP,Fuente,Unnamed: 0,Hora,Ab,Va,Br   ,Rb   ,Sr   ,Cs   ,Hf   ,Ta   ,Th   ,U    ,  Ga  ,  Ge  ,Tl   ,Si,eH,Do,ppmDO,Exceso Deuterio
CPO-RT-029,SNGM-CPO-370,02-10-2009,7.15, ,-85.2,-10.9,6.13,208.0,50.5,185.0,4.9,0.49,0,279.0,,665.0,93.0,8.6,0.82,0.01,0.005,0.009,0.012,0.001,2.08,0.001,0.001,0.005,0.002,0.0015,0.025,0.759,0.0015,,0.0025,0.0025,0.001,0.001,0.0025,0.006,0.005,725.43,228.3,497.13,1428.6,1251.0,407377.0,6898180.0,Fundo el Rodeo; pozo n° 1,1778,Pozo,1352.84,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-038,SNGM-CPO-370,07-12-2008,7.21,0.7,-85.3,-10.8,7.81,202.5,49.0,170.0,4.9,0.5,0,302.0,,677.0,97.0,9.4,0.84,0.01,0.005,0.01,0.012,0.001,2.1,0.001,0.001,0.005,0.002,0.0015,0.025,0.992,0.0015,0.00015,0.0025,0.0025,0.001,0.003,0.0025,0.007,0.044,706.79,247.36,459.43,1435.9,1251.0,407377.0,6898180.0,Fundo el Rodeo; pozo n° 1,1742,Pozo,1359.76,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-039,SNGM-CPO-372,07-12-2008,7.42,0.2,-86.7,-11.93,8.98,127.5,26.25,30.0,2.7,0.12,0,255.0,,229.0,27.0,32.5,0.66,0.01,0.005,0.0025,0.025,0.001,0.34,0.001,0.001,0.005,0.001,0.0015,0.025,0.656,0.0015,0.00015,0.009,0.0025,0.001,0.003,0.0025,0.005,0.02,426.09,209.15,216.94,634.5,1229.0,405888.0,6896949.0,Fundo la Junta; pozo n° 2,890,Pozo,600.85,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-041,SNGM-CPO-376,09-12-2008,7.26,0.4,-84.7,-11.24,5.45,162.5,37.0,85.0,2.8,0.24,0,210.0,,427.0,71.0,23.4,0.63,0.01,0.005,0.0025,0.016,0.001,0.76,0.001,0.001,0.005,0.001,0.0015,0.025,0.834,0.0015,0.00015,0.006,0.0025,0.001,0.003,0.006,0.004,0.017,557.63,171.92,385.71,964.5,1004.0,397464.0,6915053.0,Frutícola y Exportadora Atacama; pozo  n° 3 (ex n° 6),1225,Pozo,913.35,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-043,SNGM-CPO-377,09-12-2008,7.35,0.3,-80.1,-11.25,5.4,152.5,33.75,85.0,2.8,0.22,0,220.0,,374.0,51.0,15.45,0.67,0.01,0.005,0.0025,0.018,0.001,0.75,0.001,0.001,0.005,0.001,0.0015,0.025,0.688,0.0015,0.00015,0.007,0.0025,0.001,0.003,0.0025,0.004,0.012,519.31,180.35,338.96,950.91,1031.0,398060.0,6913329.0,Frutícola y Exportadora Atacama; pozo Viña del Cerro 2,1134,Pozo,823.69,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-077,SNGM-CPO-384,02-12-2009,7.1, ,-82.3,-10.43, ,230.0,57.5,140.0,5.4,0.3,0,236.0,,541.0,198.0,32.0,0.54,0.01,0.005,0.0025,0.017,0.001,1.07,0.001,0.001,0.005,0.001,0.0015,0.025,0.906,0.0015,,0.0025,,0.001,0.001,0.013,0.004,0.01,810.0,193.3,617.0,1395.0,696.0,378793.0,6938960.0,Fundo Pabellón; pozo Nuevo Pabellón 2,1868,Pozo,1321.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-046,SNGM-CPO-384,10-12-2008,7.09,0.8,-77.3,-10.67,6.62,252.5,56.75,115.0,4.8,0.32,0,259.0,,529.0,226.0,33.2,0.64,0.01,0.005,0.0025,0.017,0.001,1.11,0.001,0.001,0.005,0.002,0.0015,0.025,1.147,0.0015,0.00015,0.0025,0.0025,0.001,0.003,0.014,0.004,0.012,863.41,212.1,651.31,1421.39,696.0,378793.0,6938960.0,Fundo Pabellón; pozo Nuevo Pabellón 2,1904,Pozo,1346.02,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-049,SNGM-CPO-386,10-12-2008,7.3,1,,,6.89,312.5,83.5,147.5,5.5,0.36,0,263.0,,936.0,173.0,17.4,0.57,0.01,0.005,0.0025,0.019,0.001,1.17,0.001,0.001,0.005,0.001,0.0015,0.025,1.534,0.0015,0.0009,0.0025,0.0025,0.001,0.014,0.007,0.004,0.02,1123.14,215.93,907.21,1906.22,531.0,375193.0,6955496.0,Fundo Tropicana; pozo El Pimiento Nuevo,2260,Pozo,1805.13,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-050,SNGM-CPO-388,11-12-2008,7.17,1.1,-73.2,-10.24,5.4,342.5,90.75,135.0,6.0,0.38,0,242.0,,1054.0,201.0,14.6,0.59,0.01,0.005,0.0025,0.02,0.001,1.16,0.001,0.001,0.005,0.0005,0.0015,0.025,1.851,0.015,0.00015,0.0025,0.0025,0.001,0.003,0.007,0.0015,0.017,1227.81,198.41,1029.4,2074.2,532.0,374550.0,6953805.0,Agrícola Nantoco; pozo n° 1,2450,Pozo,1964.21,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-051,SNGM-CPO-390,11-12-2008,7.52,0.5,-73.4,-10.73,6.29,187.5,49.75,105.0,4.0,0.26,0,272.0,,497.0,104.0,17.05,0.62,0.01,0.005,0.005,0.016,0.001,0.92,0.001,0.001,0.005,0.0005,0.0015,0.025,0.951,0.0015,0.00015,0.0025,0.0025,0.001,0.012,0.0025,0.004,0.063,672.45,223.16,449.28,1161.25,556.0,374797.0,6951980.0,APR Nantoco; pozo n° 1,1454,Pozo,1099.67,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-028,SNGM-CPO-391,01-10-2009,7.36, ,-81.6,-10.54,5.85,160.0,47.8,140.0,4.1,0.27,0,223.0,,485.0,108.0,21.0,0.61,0.01,0.005,0.006,0.015,0.001,0.79,0.001,0.001,0.005,0.001,0.0015,0.025,0.702,0.0015,,0.0025,0.0025,0.001,0.001,0.0025,0.004,0.005,595.61,182.6,413.01,1136.61,555.0,374777.0,6951991.0,APR Nantoco; pozo n° 2,1468,Pozo,1076.33,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-053,SNGM-CPO-392,12-12-2008,7.19,0.6,-72.4,-10.77,7.56,187.5,53.75,92.5,5.1,0.28,0,247.0,,512.0,115.0,21.0,0.61,0.01,0.005,0.005,0.016,0.001,1.05,0.001,0.001,0.005,0.001,0.0015,0.025,0.981,0.0015,0.00015,0.0025,0.0025,0.001,0.005,0.005,0.004,0.026,688.9,202.36,486.54,1171.67,599.0,375752.0,6949829.0,Agrícola Uvas del Norte; pozo n° 1,1557,Pozo,1109.54,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-036,SNGM-CPO-409,17-01-2009,0, ,-79.9,-10.26, ,455.0,160.0,470.0,11.5,0.44,0,159.0,,2075.0,377.0,8.5,0.21,0.01,0.005,0.0025,0.011,0.001,8.71,0.001,0.001,0.005,0.0005,0.0015,0.025,45.9,0.459,0.00015,0.0025,0.0025,0.001,0.018,0.0025,0.0015,0.005,1793.34,129.98,1663.36,3839.47,170.0,340406.0,6974672.0,Parcelación hacienda Margarita; pozo P 3,4240,Pozo,3635.86,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-016,SNGM-CPO-411,22-01-2009,7.06,5.1,-101.1,-13.0, ,120.0,30.5,2200.0,35.5,12.5,0,1383.0,,2715.0,1065.0,10.3,2.43,0.023,0.005,7.205,0.007,0.001,117.3,0.001,0.001,0.005,0.01,0.0015,0.025,0.537,0.175,0.00015,0.026,0.0025,0.001,0.001,0.008,0.0015,0.005,424.85,424.85,,7256.25,3719.0,474025.0,6921903.0,Cía. Minera Casale; OWO9-4-P.1 ,9130,Pozo,6871.45,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-046,SNGM-CPO-411,11-10-2009,7.82,5.7,-102.0,-12.67,4.25,125.0,34.5,2350.0,33.5,2.48,0,1503.0,,2284.0,1510.0,5.69,2.28,0.034,0.005,7.82,0.007,0.001,65.05,0.001,0.001,0.005,0.005,0.0015,0.025,0.903,0.155,,0.024,0.0025,0.001,0.001,0.007,0.0015,0.037,453.78,453.8,,7483.5,3719.0,474025.0,6921903.0,Cía. Minera Casale; OWO9-4-P.1 ,10050,Pozo,7086.66,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-067,SNGM-CPO-412,16-06-2008,7.34,0.4,,,6.69,,,,,,0,,,,,,,0.01,0.005,0.0025,0.016,0.001,0.72,0.001,0.001,0.005,0.001,0.0015,0.025,0.591,0.0015,0.00015,0.006,0.0025,0.001,0.001,0.005,0.004,0.005,,,,,1015.0,397658.0,6914705.0,Frutícola y Exportadora Atacama; pozo n° 5, ,Pozo,,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-073,SNGM-CPO-415,28-04-2010,7.17,1.8,,,2.48,265.0,117.5,575.0,15.0,0.66,0,387.0,,1450.0,268.0,13.7,0.59,0.01,0.005,0.011,0.016,0.001,4.85,0.001,0.001,0.005,0.0005,0.0015,0.025,1.073,0.241,0.00015,0.019,,0.001,0.001,0.033,0.006,0.005,1144.48,316.8,827.68,3057.74,240.0,349841.0,6978161.0,Manuel Jorquera; pozo no individualizado,3600,Pozo,2895.59,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-072 ,SNGM-CPO-417,28-04-2010,7.35,1.2,,,4.7,287.5,77.5,197.5,7.7,0.38,0,327.0,,949.0,189.0,34.4,0.44,0.01,0.005,0.007,0.014,0.001,2.24,0.001,0.001,0.005,0.001,0.0015,0.056,1.124,0.0015,0.00015,0.0025,,0.001,0.001,0.009,0.004,0.025,1036.09,268.0,768.09,2010.92,234.0,350322.0,6977162.0,Gilberto Viguera / Pc. 91,2590,Pozo,1904.28,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-071,SNGM-CPO-418,28-04-2010,7.24,1.3,,,4.03,320.0,77.5,212.5,7.1,0.34,0,331.0,,1029.0,218.0,49.0,0.34,0.01,0.005,0.006,0.019,0.001,2.33,0.001,0.001,0.005,0.001,0.0015,0.025,1.159,0.003,0.00015,0.0025,,0.001,0.001,0.013,0.004,0.012,1117.18,271.6,845.58,2193.09,251.0,351915.0,6977712.0,Propiedad Sra. Edelmira Obreque / Piedra Colgada-San Francisco,2760,Pozo,2076.79,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-070,SNGM-CPO-419,28-04-2010,7.22,1.1,,,6.56,267.5,67.5,165.0,6.6,0.34,0,317.0,,817.0,209.0,23.2,0.37,0.01,0.005,0.005,0.015,0.001,1.97,0.001,0.001,0.005,0.001,0.0015,0.025,1.097,0.0015,0.00015,0.0025,,0.001,0.001,0.006,0.005,0.031,945.06,260.0,685.06,1808.46,255.0,353394.0,6978717.0,"Fernando Cárdenas, Parcela C1-casa 19",2390,Pozo,1712.56,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-069 ,SNGM-CPO-420,27-04-2010,7.16,1.4,,,2.3,277.5,82.5,265.0,9.1,0.42,0,340.0,,1110.0,230.0,1.5,0.39,0.01,0.005,0.005,0.015,0.001,2.89,0.001,0.001,0.005,0.0005,0.0015,0.025,1.128,0.817,0.00015,0.01,,0.001,0.001,0.0025,0.004,0.005,1031.7,278.8,752.9,2264.53,226.0,349720.0,6975868.0,Comunidad Colla; pozo no individualizado,2900,Noria,2144.44,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-068,SNGM-CPO-427,27-04-2010,7.25,1.2,,,3.86,242.5,77.5,265.0,6.8,0.39,0,346.0,,994.0,174.0,10.99,0.35,0.01,0.005,0.006,0.012,0.001,2.92,0.001,0.001,0.005,0.001,0.0015,0.025,0.923,0.0015,0.00015,0.0025,,0.001,0.001,0.012,0.004,0.014,923.81,283.6,640.21,2050.49,208.0,344755.0,6975292.0,Mallorquina; pozo n° 3,2650,Pozo,1941.75,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-065,SNGM-CPO-429,26-04-2010,7.34,1.1,,,5.08,260.0,67.5,222.5,39.5,0.34,0,329.0,,932.0,160.0,9.75,0.47,0.01,0.005,0.006,0.015,0.001,2.4,0.001,0.001,0.005,0.001,0.0015,0.025,1.029,0.0015,0.00015,0.0025,,0.001,0.001,0.007,0.004,0.013,926.34,270.0,656.34,1957.95,,345950.0,6974776.0,Fundo Perales,2450,Pozo,1854.12,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-062,SNGM-CPO-433,23-04-2010,6.92,1.7,,,5.02,412.5,105.0,257.5,7.9,0.42,0,398.0,,1115.0,360.0,134.4,0.46,0.01,0.005,0.0025,0.022,0.001,2.32,0.001,0.001,0.005,0.001,0.0015,0.025,1.779,0.005,0.00015,0.0025,,0.001,0.001,0.0025,0.004,0.011,1461.08,326.1,1134.98,2733.88,304.0,360879.0,6978621.0,Delzi Grossi; pozo no individualizado,3370,Pozo,2588.91,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-060,SNGM-CPO-437,21-04-2010,7.1,0.9,,,3.61,252.5,60.0,152.5,6.3,0.32,0,283.0,,717.0,197.0,7.13,0.51,0.01,0.005,0.0025,0.016,0.001,1.54,0.001,0.001,0.005,0.0005,0.0015,0.025,0.909,0.0015,0.00015,0.0025,,0.001,0.001,0.0025,0.0015,0.017,876.78,232.0,644.78,1618.69,344.0,364153.0,6974378.0,Sociedad Agrícola Uniagri - Gibraltar ,2100,Pozo,1532.85,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-059,SNGM-CPO-439,21-04-2010,7.01,0.9,,,3.85,235.0,60.0,150.0,5.9,0.33,0,279.0,,698.0,190.0,8.4,0.48,0.01,0.005,0.005,0.015,0.001,1.51,0.001,0.001,0.005,0.0005,0.0015,0.025,0.904,0.0015,0.00015,0.0025,,0.001,0.001,0.0025,0.004,0.032,833.12,228.3,604.82,1567.56,330.0,363604.0,6974734.0,Sociedad Agrícola Uniagri - Gibraltar    ,2050,Pozo,1484.44,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-063,SNGM-CPO-440,03-06-2010,7.13,2.1,,,2.05,320.0,112.0,590.0,9.8,0.4,0,381.0,,1844.0,311.0,90.2,0.2,0.01,0.005,0.0025,0.012,0.001,5.2,0.001,0.001,0.005,0.0005,0.0015,0.025,1.7,0.003,0.00015,0.0025,,0.001,0.002,0.007,0.003,0.005,1259.0,312.0,947.0,3659.0,200.0,341597.0,6974923.0,Gonzalo Silviño; pozo no individualizado,4260,Pozo,3465.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-075,SNGM-CPO-442,07-06-2010,7.24,0.6,,,4.24,190.0,50.0,115.0,4.0,0.2,0,239.0,,586.0,97.0,24.6,0.48,0.01,0.005,0.0025,0.015,0.001,0.83,0.001,0.001,0.005,0.001,0.0015,0.025,0.83,0.0015,0.0012,0.0025,,0.001,0.001,0.01,0.003,0.01,680.0,196.0,484.0,1251.0,964.0,391143.0,6920974.0,APR Los Loros (pozo antiguo),1613,Pozo,1185.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-056,SNGM-CPO-445,27-01-2010,7.25,1.4,,,9.57,330.0,85.0,282.5,8.4,0.34,0,312.0,,1165.0,206.0,22.0,0.32,0.01,0.005,0.009,0.015,0.001,3.0,0.001,0.001,0.005,0.001,0.0015,0.025,1.3,0.0015,,0.0025,,0.001,0.001,0.015,0.006,0.011,1172.97,255.8,917.17,2379.56,252.0,350929.0,6978121.0,Sociedad Agrícola Austral Berries,2910,Pozo,2253.37,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-052,SNGM-CPO-456,24-01-2010,7.02,1.4,,,7.07,395.0,105.0,210.0,7.5,0.4,0,333.0,,1004.0,297.0,104.0,0.41,0.022,0.005,0.005,0.024,0.001,2.0,0.001,0.001,0.005,0.001,0.0015,0.025,1.8,0.0015,,0.0025,,0.001,0.001,0.006,0.005,0.011,1417.41,273.3,1144.11,2416.16,307.0,358943.0,6979352.0,"Leonardo Farkas - PC. 3, 4 y 5",2990,Pozo,2288.03,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-065,SNGM-CPO-456,03-06-2010,7.14,1.5,,,5.54,390.0,109.0,220.0,7.8,0.4,0,341.0,,1090.0,321.0,103.0,0.26,0.01,0.005,0.0025,0.023,0.001,1.22,0.001,0.001,0.005,0.0005,0.0015,0.025,1.96,0.0015,0.0033,0.0025,,0.001,0.001,0.0025,0.003,0.06,1421.0,279.0,1142.0,2543.0,307.0,358943.0,6979352.0,"Leonardo Farkas - PC. 3, 4 y 5",3100,Pozo,2408.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-050,SNGM-CPO-463,22-01-2010,7.01,1.6,,,6.81,282.5,75.0,222.5,6.6,0.38,0,109.0,,998.0,162.0,16.0,0.33,0.01,0.005,0.007,0.015,0.001,3.0,0.001,0.001,0.005,0.002,0.0015,0.025,1.7,0.0015,,0.0025,,0.001,0.001,0.017,0.006,0.005,1013.33,89.2,924.13,1918.49,275.0,352156.0,6978811.0,G. Muhlenbrock; pozo no individualizado,1192,Pozo,1816.75,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-048,SNGM-CPO-465,22-01-2010,7.33,0.6,,,5.8,172.5,50.0,120.0,4.6,0.28,0,251.0,,499.0,107.0,8.3,0.48,0.04,0.005,0.005,0.014,0.001,1.27,0.001,0.001,0.005,0.0005,0.0015,0.025,0.775,0.0015,,0.0025,,0.001,0.001,0.0025,0.004,0.188,636.05,205.6,430.45,1146.66,449.0,374867.0,6964530.0,Perforagua; pozo no individualizado,1550,Pozo,1085.85,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-047,SNGM-CPO-471,21-01-2010,7.24,0.9,,,6.95,257.5,70.0,140.0,5.4,0.32,0,244.0,,644.0,234.0,17.0,0.46,0.01,0.005,0.005,0.02,0.001,1.26,0.001,0.001,0.005,0.002,0.0015,0.025,1.2,0.0015,,0.0025,,0.001,0.001,0.008,0.004,0.021,930.39,199.8,730.59,1572.79,497.0,374564.0,6959984.0,Pucobre; pozo n° 10,2080,Pozo,1489.38,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-082,SNGM-CPO-474,10-12-2009,7.47, ,,, ,150.0,43.0,60.0,6.0,0.26,1,74.0,,515.0,16.0,7.14,0.55,0.048,0.005,0.175,0.01,0.001,0.97,0.001,0.001,0.005,0.0005,0.0015,0.025,0.658,0.013,,0.0025,,0.001,0.001,0.0025,0.008,0.029,551.0,60.9,490.0,881.5,3706.0,474032.0,6921904.0,Sin dato,865,Pozo,834.7,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-057,SNGM-CPO-478,07-12-2009,7.45, ,-80.4,-10.38, ,318.0,82.5,190.0,5.7,0.3,0,259.0,,832.0,268.0,15.7,0.41,0.01,0.005,0.005,0.019,0.001,1.28,0.001,0.001,0.005,0.001,0.0015,0.025,1.379,0.0015,,0.0025,,0.001,0.001,0.008,0.004,0.005,1132.0,212.0,919.5,1942.0,384.0,367876.0,6971860.0,Aguas Chañar; pozo VI-06,2470,Pozo,1839.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-056,SNGM-CPO-479,07-12-2009,7.33, ,-75.4,-9.33, ,310.0,77.5,225.0,6.1,0.34,0,247.0,,930.0,189.0,15.9,0.48,0.01,0.005,0.0025,0.02,0.001,1.59,0.001,0.001,0.005,0.002,0.0015,0.025,1.296,0.0015,,0.0025,,0.001,0.001,0.007,0.004,0.005,1092.0,202.3,889.9,1979.96,437.0,370148.0,6970178.0,Aguas Chañar; pozo PS-09,2430,Pozo,1875.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-055,SNGM-CPO-480,07-12-2009,7.19, ,-63.4,-7.24, ,400.0,97.5,240.0,7.3,0.36,0,171.0,,1239.0,319.0,17.2,0.47,0.01,0.005,0.0025,0.021,0.001,1.76,0.001,0.001,0.005,0.001,0.0015,0.025,1.572,0.005,,0.0025,,0.001,0.001,0.008,0.004,0.005,1399.0,140.3,1259.0,2540.0,464.0,372501.0,6967819.0,Aguas Chañar; pozo Punta Negra PN-01,3070,Pozo,2405.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-054,SNGM-CPO-488,06-12-2009,7.1, ,-72.0,-8.54, ,320.0,21.5,100.0,2.4,0.08,0,79.0,,783.0,134.0,7.3,0.24,0.01,0.005,0.01,0.015,0.001,2.18,0.001,0.001,0.005,0.003,0.0015,0.025,1.274,0.0015,,0.0025,,0.001,0.001,0.008,0.004,0.005,887.0,64.8,822.0,1486.0,303.0,358509.0,6980997.0,Agrícola Diamante,1771,Pozo,1407.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-052,SNGM-CPO-491,05-12-2009,7.14, ,-80.2,-10.43, ,298.0,67.5,193.0,5.7,0.27,0,251.0,,750.0,229.0,14.49,0.36,0.01,0.005,0.0025,0.016,0.001,1.54,0.001,0.001,0.005,0.002,0.0015,0.025,1.247,0.0015,,0.0025,,0.001,0.001,0.007,0.004,0.005,1020.0,205.6,814.3,1775.0,357.0,365464.0,6974542.0,Universidad de Atacama; pozo n° 2,2270,Pozo,1681.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-032,SNGM-CPO-497,05-10-2009,7.22, ,-83.0,-10.87,4.8,193.0,44.3,95.0,4.1,0.24,0,270.0,,492.0,76.0,18.2,0.64,0.024,0.005,0.0025,0.016,0.001,0.72,0.001,0.001,0.005,0.0005,0.0015,0.025,0.783,0.0015,,0.0025,0.0025,0.001,0.001,0.0025,0.004,0.005,662.3,221.3,441.0,1115.3,781.0,383853.0,6930969.0,Agrícola San Alfonso,1427,Pozo,1056.15,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-026,SNGM-CPO-498,30-09-2009,7.6, ,-86.7,-11.58,4.83,115.0,26.5,67.5,2.5,0.16,0,192.0,,311.0,40.0,12.1,0.64,0.01,0.005,0.0025,0.019,0.001,0.33,0.001,0.001,0.005,0.0005,0.0015,0.025,0.542,0.0015,,0.007,0.0025,0.001,0.001,0.0025,0.004,0.021,396.93,157.2,238.73,707.36,1111.0,401020.0,6905328.0,Agrícola Valle Escondido; pozo n° 2,959,Pozo,669.85,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-066B,SNGM-CPO-514,16-05-2009,7.75,0.4,,,4.55,166.3,38.0,80.5,3.02,0.22,0,252.0,,432.0,62.0,9.382,0.86,0.01,0.005,0.0025,0.025,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.856,0.0015,0.00015,0.006,0.0025,0.001,0.001,0.0025,0.0015,0.005,571.1,206.32,364.78,967.82,948.0,392276.0,6919560.0,Fundo Apacheta; pozo n° 3,1280,Pozo,916.49,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-065,SNGM-CPO-515,22-05-2009,7.31,0.6,,,3.36,182.8,47.5,124.5,3.7,0.28,0,233.0,,564.0,92.0,30.435,0.81,0.01,0.005,0.0025,0.016,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.915,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.009,0.004,0.005,651.34,190.87,460.47,1224.93,920.0,390168.0,6921259.0,Fundo Palermo; pozo Palermo n° 1,1557,Pozo,1159.97,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-064,SNGM-CPO-516,18-05-2009,7.11,0.5,,,3.48,174.0,41.0,97.5,4.1,0.24,0,269.0,,453.0,68.0,11.306,0.87,0.01,0.005,0.0025,0.016,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.823,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.0015,0.005,602.77,220.76,382.01,1037.43,818.0,385327.0,6928240.0,Fundo Buenos Aires; pozo Buenos Aires n° 2,1348,Pozo,982.42,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-061,SNGM-CPO-517,14-05-2009,7.28,0.2,,,4.15,114.8,25.0,48.5,2.28,0.14,0,207.0,,248.0,32.0,12.397,0.72,0.01,0.005,0.0025,0.021,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.585,0.0015,0.00015,0.007,0.0025,0.001,0.001,0.0025,0.003,0.005,389.13,169.41,219.73,617.55,1156.0,404115.0,6902600.0,Fundo Altar de la Virgen; pozo Altar de la Virgen,865,Pozo,584.8,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-059B,SNGM-CPO-518,13-05-2009,7.28,0.4,-87.6,-11.72,4.05,174.8,33.5,66.5,3.02,0.18,0,203.0,,444.0,54.0,21.439,0.83,0.01,0.005,0.0025,0.026,0.001,0.03,0.001,0.001,0.005,0.001,0.0015,0.025,0.744,0.0015,0.00015,0.007,0.0025,0.001,0.001,0.0025,0.004,0.005,573.8,166.1,407.7,948.06,1296.0,403318.0,6892225.0,Agrofruta; pozo Sala de Riego Pastillo,1147,Pozo,897.79,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-052,SNGM-CPO-525,12-12-2008,7.3,1.5,-63.1,-8.64,3.12,470.0,95.75,187.5,7.9,0.24,0,100.0,,1500.0,295.0,4.8,0.69,0.01,0.005,0.007,0.028,0.001,0.81,0.001,0.001,0.005,0.002,0.0015,0.025,2.586,0.0015,0.93,0.012,0.0025,0.001,0.003,0.0025,0.005,0.045,1566.49,81.69,1484.81,2757.12,609.0,377109.0,6949722.0,Agrícola Uva del Norte; pozo n° 2,3170,Pozo,2610.91,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
