Nombre,CÓDIGO SNGM BBDD,Fecha,pH,SALINIDAD,Deuterio,O18,O2,Ca,Mg,Na,K,Li,CO3,HCO3,ION H+,SO4,Cl,NO3,F,Al,Sb,As,Ba,Be,B,Cd,Co,Cu,Cr,Sn,P,Fe,Mn,Hg,Mo,Ni,Ag,Pb,Se,V,Zn,Dureza T,Dureza Carb,Dureza No Carb,TDS 103,COTA,Este,Norte,Nombre largo,Conductividad eléctrica uS/cm,Tipo,Solidos Disueltos Totales TDS,Ferrico,Ferroso,T,ORP,Fuente,Unnamed: 0,Hora,Ab,Va,Br   ,Rb   ,Sr   ,Cs   ,Hf   ,Ta   ,Th   ,U    ,  Ga  ,  Ge  ,Tl   ,Si,eH,Do,ppmDO,Exceso Deuterio
CCMO-2571 ,,25-08-2022,7.28,,-55.9,-7.12,,137.414,36.34,85.305,3.631,,0,208.12,,447.0,,0.1015,,0.161,,0.00123,,,0.992,0.003,0.001,0.0027,0.00975,,,7.265,0.309,6.5e-05,0.00069,0.0081,0.00017,8e-05,0.00306,,0.00315,,,,,,374532.0,6961286.0,,1496,P12,1016.0,0.29,6.98,20.36,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2570 ,,01-09-2022,7.84,,-76.1,-9.63,,278.281,77.67,182.454,10.858,,0,229.9,,801.599,,19.185,,0.204,,0.00398,,,1.603,0.003,0.0024,0.0292,0.00012,,,0.038,0.054,6.5e-05,0.00204,0.0197,0.00017,8e-05,0.0058,,0.00536,,,,,,374440.0,6962016.0,,2333,IM200,1694.0,0.04,0.01,21.36,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2569 ,,01-09-2022,7.67,,-77.0,-9.79,,261.559,77.8,175.481,8.378,,0,240.79,,722.148,,15.945,,0.189,,0.00656,,,1.712,0.003,0.0024,0.01506,0.01188,,,0.278,0.008,6.5e-05,0.00156,0.01842,0.00017,4e-05,0.00756,,0.0128,,,,,,374260.0,6961641.0,,2181,IM270 G4,1592.0,0.1,0.18,20.6,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2568 ,,01-09-2022,7.52,,-54.8,-6.99,,184.769,49.4,114.749,4.978,,0,197.23,,471.548,,0.1015,,0.156,,0.00023,,,1.224,0.003,0.0009,0.00222,0.00496,,,7.283,0.401,6.5e-05,0.00013,0.00952,0.00017,4e-05,0.0034,,0.00644,,,,,,374532.0,6961286.0,,1495,P12,1000.0,0.43,6.85,18.21,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2959 ,,08-09-2022,6.61,,-75.6,-9.54,,312.653,63.85,144.061,8.645,,0,154.88,,1320.6,,28.1,,0.223,,0.00283,,,1.292,0.003,0.096,0.83,0.01565,,,0.583,0.837,6.5e-05,0.00315,0.089,0.00017,0.0001,0.00615,,1.55,,,,,,373815.0,6962224.0,,2970,IM60,1485.0,0.13,0.45,22.19,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2960 ,,08-09-2022,7.61,,-76.7,-9.71,,184.159,50.9,124.595,7.078,,0,238.37,,846.9,,19.2,,0.175,,0.00484,,,1.077,0.003,0.0028,0.075,0.0173,,,0.08,0.036,6.5e-05,0.0023,0.01435,0.00017,4e-05,0.0073,,0.0183,,,,,,374440.0,6962016.0,,1151,IM200,1151.0,0.06,0.02,20.91,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2958 ,,08-09-2022,7.03,,-55.5,-6.99,,126.035,34.14,76.813,3.113,,0,188.76,,453.1,,6.5,,0.13,,0.00076,,,0.767,0.003,0.0008,0.00246,0.0091,,,7.51,0.355,6.5e-05,0.00048,0.0057,0.00017,4e-05,0.00208,,0.0087,,,,,,374532.0,6961286.0,,1470,P12,986.0,0.84,6.67,22.07,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2962 ,,14-09-2022,6.8,,,,,385.449,76.77,168.431,10.75,,0,130.68,,1449.609,,33.648,,0.272,,0.00234,,,1.841,0.003,0.132,0.764,0.01678,,,2.412,1.254,6.5e-05,0.0026,0.1186,0.00017,0.00024,0.01134,,1.696,,,,,,373815.0,6962224.0,,2584,IM60,2282.0,0.42,1.99,22.27,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2963 ,,14-09-2022,7.68,,,,,228.201,66.85,152.568,9.569,,0,245.63,,758.705,,16.489,,0.21,,0.00454,,,1.57,0.003,0.0041,0.0466,0.01276,,,0.057,0.008,6.5e-05,0.0022,0.0234,0.00017,0.00025,0.00734,,0.0682,,,,,,374440.0,6962016.0,,1937,IM200,969.0,0.06,0.01,21.2,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2961 ,,14-09-2022,7.08,,,,,145.443,0.175,88.328,3.794,,0,191.18,,445.111,,0.1015,,0.158,,0.00121,,,0.983,0.003,0.0016,0.0036,0.0084,,,15.583,0.317,6.5e-05,0.00058,0.01064,0.00017,0.00182,0.00244,,0.00099,,,,,,374532.0,6961286.0,,1275,P12,637.0,1.46,14.12,24.49,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
